genome_name,species,Assembly_version_NCBI,Accession,Complete7tm,Completeno7tm,Complete_Total,Ambiguous,Edge,Pseudogene,Truncated
Prunella_himalayana,Prunella_himalayana,GCA_013398875.1_ASM1339887v1,GCA_013398875.1,1,0,1,1,3,2,0
Dromas_ardeola,Dromas_ardeola,GCA_013398915.1_ASM1339891v1,GCA_013398915.1,3,1,4,1,1,0,0
Ceuthmochares_aereus,Ceuthmochares_aereus,GCA_013398935.1_ASM1339893v1,GCA_013398935.1,1,0,1,0,0,0,0
Callaeas_wilsoni,Callaeas_wilsoni,GCA_013398955.1_ASM1339895v1,GCA_013398955.1,6,1,7,0,1,1,0
Catharus_fuscescens,Catharus_fuscescens,GCA_013398975.1_ASM1339897v1,GCA_013398975.1,3,0,3,0,9,0,0
Alaudala_cheleensis,Alaudala_cheleensis,GCA_013398995.1_ASM1339899v1,GCA_013398995.1,3,2,5,0,4,1,0
Galbula_dea,Galbula_dea,GCA_013399015.1_ASM1339901v1,GCA_013399015.1,4,0,4,0,0,0,0
Quiscalus_mexicanus,Quiscalus_mexicanus,GCA_013399035.1_ASM1339903v1,GCA_013399035.1,2,0,2,1,7,0,0
Ramphastos_sulfuratus,Ramphastos_sulfuratus,GCA_013399055.1_ASM1339905v1,GCA_013399055.1,5,0,5,0,2,0,0
Chloroceryle_aenea,Chloroceryle_aenea,GCA_013399075.1_ASM1339907v1,GCA_013399075.1,2,0,2,0,0,0,0
Psophia_crepitans,Psophia_crepitans,GCA_013399095.1_ASM1339909v1,GCA_013399095.1,3,0,3,0,0,0,0
Anseranas_semipalmata,Anseranas_semipalmata,GCA_013399115.1_ASM1339911v1,GCA_013399115.1,1,0,1,0,0,1,0
Heliornis_fulica,Heliornis_fulica,GCA_013399135.1_ASM1339913v1,GCA_013399135.1,2,0,2,0,0,0,0
Odontophorus_gujanensis,Odontophorus_gujanensis,GCA_013399175.1_ASM1339917v1,GCA_013399175.1,1,0,1,0,1,1,0
Dicrurus_megarhynchus,Dicrurus_megarhynchus,GCA_013399195.1_ASM1339919v1,GCA_013399195.1,8,1,9,0,2,0,0
Spizaetus_tyrannus,Spizaetus_tyrannus,GCA_013399215.1_ASM1339921v1,GCA_013399215.1,2,0,2,0,0,1,0
Rhipidura_dahli,Rhipidura_dahli,GCA_013399225.1_ASM1339922v1,GCA_013399225.1,6,1,7,1,4,0,0
Trogon_melanurus,Trogon_melanurus,GCA_013399275.1_ASM1339927v1,GCA_013399275.1,5,0,5,0,2,0,0
Piprites_chloris,Piprites_chloris,GCA_013399295.1_ASM1339929v1,GCA_013399295.1,5,0,5,2,2,1,0
Rostratula_benghalensis,Rostratula_benghalensis,GCA_013399305.1_ASM1339930v1,GCA_013399305.1,2,0,2,0,0,1,0
Fregetta_grallaria,Fregetta_grallaria,GCA_013399335.1_ASM1339933v1,GCA_013399335.1,2,0,2,0,0,1,0
Herpetotheres_cachinnans,Herpetotheres_cachinnans,GCA_013399355.1_ASM1339935v1,GCA_013399355.1,2,0,2,0,0,0,0
Alopecoenas_beccarii,Alopecoenas_beccarii,GCA_013399365.1_ASM1339936v1,GCA_013399365.1,1,0,1,0,0,1,0
Nyctiprogne_leucopyga,Nyctiprogne_leucopyga,GCA_013399395.1_ASM1339939v1,GCA_013399395.1,3,0,3,0,0,0,0
Sagittarius_serpentarius,Sagittarius_serpentarius,GCA_013399415.1_ASM1339941v1,GCA_013399415.1,2,0,2,0,0,0,0
Arenaria_interpres,Arenaria_interpres,GCA_013399435.1_ASM1339943v1,GCA_013399435.1,2,0,2,0,3,0,0
Anthoscopus_minutus,Anthoscopus_minutus,GCA_013399455.1_ASM1339945v1,GCA_013399455.1,0,1,1,2,5,0,0
Chauna_torquata,Chauna_torquata,GCA_013399475.1_ASM1339947v1,GCA_013399475.1,1,0,1,0,0,1,1
Corythaixoides_concolor,Corythaixoides_concolor,GCA_013399495.1_ASM1339949v1,GCA_013399495.1,3,0,3,0,0,0,0
Sylvietta_virens,Sylvietta_virens,GCA_013399515.1_ASM1339951v1,GCA_013399515.1,5,1,6,0,1,0,0
Phaetusa_simplex,Phaetusa_simplex,GCA_013399535.1_ASM1339953v1,GCA_013399535.1,2,0,2,0,1,0,0
Circaetus_pectoralis,Circaetus_pectoralis,GCA_013399555.1_ASM1339955v1,GCA_013399555.1,2,0,2,0,0,1,0
Podilymbus_podiceps,Podilymbus_podiceps,GCA_013399565.1_ASM1339956v1,GCA_013399565.1,1,0,1,0,0,0,1
Glaucidium_brasilianum,Glaucidium_brasilianum,GCA_013399595.1_ASM1339959v1,GCA_013399595.1,2,0,2,0,0,0,0
Amazona_guildingii,Amazona_guildingii,GCA_013399615.1_ASM1339961v1,GCA_013399615.1,2,0,2,1,0,0,0
Chordeiles_acutipennis,Chordeiles_acutipennis,GCA_013399635.1_ASM1339963v1,GCA_013399635.1,3,0,3,0,0,0,0
Setophaga_kirtlandii,Setophaga_kirtlandii,GCA_013399655.1_ASM1339965v1,GCA_013399655.1,3,0,3,1,5,0,0
Mesembrinibis_cayennensis,Mesembrinibis_cayennensis,GCA_013399675.1_ASM1339967v1,GCA_013399675.1,2,0,2,0,0,0,0
Formicarius_rufipectus,Formicarius_rufipectus,GCA_013399695.1_ASM1339969v1,GCA_013399695.1,9,0,9,1,3,0,0
Alectura_lathami,Alectura_lathami,GCA_013399715.1_ASM1339971v1,GCA_013399715.1,2,0,2,1,2,0,0
Tyrannus_savana,Tyrannus_savana,GCA_013399735.1_ASM1339973v1,GCA_013399735.1,4,0,4,0,1,0,0
Podargus_strigoides,Podargus_strigoides,GCA_013399755.1_ASM1339975v1,GCA_013399755.1,2,0,2,0,2,0,0
Semnornis_frantzii,Semnornis_frantzii,GCA_013399775.1_ASM1339977v1,GCA_013399775.1,2,0,2,0,6,0,0
Zosterops_hypoxanthus,Zosterops_hypoxanthus,GCA_013399795.1_ASM1339979v1,GCA_013399795.1,5,2,7,1,5,0,0
Leptocoma_aspasia,Leptocoma_aspasia,GCA_013399835.1_ASM1339983v1,GCA_013399835.1,3,2,5,1,2,2,0
Oxyruncus_cristatus,Oxyruncus_cristatus,GCA_013399855.1_ASM1339985v1,GCA_013399855.1,7,0,7,0,0,1,0
Gymnorhina_tibicen,Gymnorhina_tibicen,GCA_013399875.1_ASM1339987v1,GCA_013399875.1,5,0,5,2,3,2,0
Serilophus_lunatus,Serilophus_lunatus,GCA_013399895.1_ASM1339989v1,GCA_013399895.1,7,0,7,0,4,3,0
Illadopsis_cleaveri,Illadopsis_cleaveri,GCA_013399915.1_ASM1339991v1,GCA_013399915.1,4,0,4,5,3,1,0
Cinclus_mexicanus,Cinclus_mexicanus,GCA_013399935.1_ASM1339993v1,GCA_013399935.1,4,0,4,1,3,0,0
Ploceus_nigricollis,Ploceus_nigricollis,GCA_013399945.1_ASM1339994v1,GCA_013399945.1,4,1,5,3,1,2,0
Indicator_maculatus,Indicator_maculatus,GCA_013399975.1_ASM1339997v1,GCA_013399975.1,4,0,4,0,0,3,0
Oenanthe_oenanthe,Oenanthe_oenanthe,GCA_013399995.1_ASM1339999v1,GCA_013399995.1,3,0,3,3,2,0,0
Rynchops_niger,Rynchops_niger,GCA_013400035.1_ASM1340003v1,GCA_013400035.1,2,0,2,0,0,1,0
Nycticryphes_semicollaris,Nycticryphes_semicollaris,GCA_013400055.1_ASM1340005v1,GCA_013400055.1,2,1,3,0,0,0,0
Hippolais_icterina,Hippolais_icterina,GCA_013400075.1_ASM1340007v1,GCA_013400075.1,2,0,2,0,10,0,0
Himantopus_himantopus,Himantopus_himantopus,GCA_013400095.1_ASM1340009v1,GCA_013400095.1,2,0,2,0,3,0,0
Rhinopomastus_cyanomelas,Rhinopomastus_cyanomelas,GCA_013400115.1_ASM1340011v1,GCA_013400115.1,2,1,3,0,1,1,0
Rhinoptilus_africanus,Rhinoptilus_africanus,GCA_013400135.1_ASM1340013v1,GCA_013400135.1,3,0,3,1,2,0,0
Locustella_ochotensis,Locustella_ochotensis,GCA_013400155.1_ASM1340015v1,GCA_013400155.1,2,2,4,1,3,1,0
Phainopepla_nitens,Phainopepla_nitens,GCA_013400175.1_ASM1340017v1,GCA_013400175.1,2,0,2,2,4,0,0
Aramus_guarauna,Aramus_guarauna,GCA_013400195.1_ASM1340019v1,GCA_013400195.1,2,0,2,0,0,1,0
Cisticola_juncidis,Cisticola_juncidis,GCA_013400215.1_ASM1340021v1,GCA_013400215.1,4,2,6,0,2,0,0
Oriolus_oriolus,Oriolus_oriolus,GCA_013400235.1_ASM1340023v1,GCA_013400235.1,5,1,6,0,2,2,0
Sitta_europaea,Sitta_europaea,GCA_013400255.1_ASM1340025v1,GCA_013400255.1,5,1,6,2,1,0,1
Rhadina_sibilatrix,Rhadina_sibilatrix,GCA_013400275.1_ASM1340027v1,GCA_013400275.1,1,0,1,0,8,0,0
Larus_smithsonianus,Larus_smithsonianus,GCA_013400295.1_ASM1340029v1,GCA_013400295.1,3,0,3,0,0,0,0
Bombycilla_garrulus,Bombycilla_garrulus,GCA_013400315.1_ASM1340031v1,GCA_013400315.1,2,1,3,0,8,0,0
Eurystomus_gularis,Eurystomus_gularis,GCA_013400335.1_ASM1340033v1,GCA_013400335.1,1,0,1,0,4,0,0
Certhia_brachydactyla,Certhia_brachydactyla,GCA_013400355.1_ASM1340035v1,GCA_013400355.1,4,0,4,0,3,0,0
Thinocorus_orbignyianus,Thinocorus_orbignyianus,GCA_013400375.1_ASM1340037v1,GCA_013400375.1,2,0,2,0,4,1,0
Vidua_macroura,Vidua_macroura,GCA_013400395.1_ASM1340039v1,GCA_013400395.1,4,2,6,0,1,2,0
Scytalopus_superciliaris,Scytalopus_superciliaris,GCA_013400415.1_ASM1340041v1,GCA_013400415.1,10,0,10,1,1,0,0
Pycnonotus_jocosus,Pycnonotus_jocosus,GCA_013400435.1_ASM1340043v1,GCA_013400435.1,5,1,6,1,3,0,0
Leiothrix_lutea,Leiothrix_lutea,GCA_013400445.1_ASM1340044v1,GCA_013400445.1,5,1,6,0,3,0,0
Tricholaema_leucomelas,Tricholaema_leucomelas,GCA_013400475.1_ASM1340047v1,GCA_013400475.1,5,0,5,0,2,0,0
Nicator_chloris,Nicator_chloris,GCA_013400495.1_ASM1340049v1,GCA_013400495.1,5,2,7,0,4,0,0
Erpornis_zantholeuca,Erpornis_zantholeuca,GCA_013400515.1_ASM1340051v1,GCA_013400515.1,7,0,7,2,2,0,0
Scopus_umbretta,Scopus_umbretta,GCA_013400535.1_ASM1340053v1,GCA_013400535.1,0,0,0,1,0,2,0
Jacana_jacana,Jacana_jacana,GCA_013400555.1_ASM1340055v1,GCA_013400555.1,1,0,1,0,1,1,0
Peucedramus_taeniatus,Peucedramus_taeniatus,GCA_013400575.1_ASM1340057v1,GCA_013400575.1,4,1,5,0,0,1,0
Chloropsis_cyanopogon,Chloropsis_cyanopogon,GCA_013400585.1_ASM1340058v1,GCA_013400585.1,1,1,2,0,3,0,1
Syrrhaptes_paradoxus,Syrrhaptes_paradoxus,GCA_013400615.1_ASM1340061v1,GCA_013400615.1,1,0,1,0,1,1,0
Hypocryptadius_cinnamomeus,Hypocryptadius_cinnamomeus,GCA_013400635.1_ASM1340063v1,GCA_013400635.1,1,1,2,1,5,1,0
Mystacornis_crossleyi,Mystacornis_crossleyi,GCA_013400655.1_ASM1340065v1,GCA_013400655.1,0,1,1,3,7,0,0
Oxylabes_madagascariensis,Oxylabes_madagascariensis,GCA_013400675.1_ASM1340067v1,GCA_013400675.1,1,1,2,3,3,0,0
Neodrepanis_coruscans,Neodrepanis_coruscans,GCA_013400695.1_ASM1340069v1,GCA_013400695.1,5,0,5,1,4,1,0
Prunella_fulvescens,Prunella_fulvescens,GCA_013400715.1_ASM1340071v1,GCA_013400715.1,2,1,3,3,2,1,1
Pomatostomus_ruficeps,Pomatostomus_ruficeps,GCA_013400735.1_ASM1340073v1,GCA_013400735.1,3,0,3,1,7,0,0
Pelecanoides_urinatrix,Pelecanoides_urinatrix,GCA_013400755.1_ASM1340075v1,GCA_013400755.1,1,0,1,0,1,1,0
Chaetops_frenatus,Chaetops_frenatus,GCA_013400775.1_ASM1340077v1,GCA_013400775.1,5,2,7,0,3,2,0
Pluvianellus_socialis,Pluvianellus_socialis,GCA_013400795.1_ASM1340079v1,GCA_013400795.1,2,0,2,0,0,1,0
Centropus_bengalensis,Centropus_bengalensis,GCA_013400815.1_ASM1340081v1,GCA_013400815.1,2,0,2,2,1,1,0
Zapornia_atra,Zapornia_atra,GCA_013400835.1_ASM1340083v1,GCA_013400835.1,2,0,2,0,0,2,1
Buphagus_erythrorhynchus,Buphagus_erythrorhynchus,GCA_013400855.1_ASM1340085v1,GCA_013400855.1,1,1,2,0,3,0,0
Anhinga_rufa,Anhinga_rufa,GCA_013400875.1_ASM1340087v1,GCA_013400875.1,1,0,1,1,0,0,0
Thalassarche_chlororhynchos,Thalassarche_chlororhynchos,GCA_013400895.1_ASM1340089v1,GCA_013400895.1,2,0,2,0,0,0,0
Pardalotus_punctatus,Pardalotus_punctatus,GCA_013400915.1_ASM1340091v1,GCA_013400915.1,4,1,5,0,7,0,0
Turnix_velox,Turnix_velox,GCA_013400935.1_ASM1340093v1,GCA_013400935.1,4,0,4,0,0,0,0
Drymodes_brunneopygia,Drymodes_brunneopygia,GCA_013400955.1_ASM1340095v1,GCA_013400955.1,9,3,12,2,1,1,0
Atrichornis_clamosus,Atrichornis_clamosus,GCA_013400975.1_ASM1340097v1,GCA_013400975.1,4,1,5,2,2,0,0
Oreotrochilus_melanogaster,Oreotrochilus_melanogaster,GCA_013400995.1_ASM1340099v1,GCA_013400995.1,1,0,1,1,5,0,0
Rissa_tridactyla,Rissa_tridactyla,GCA_013401015.1_ASM1340101v1,GCA_013401015.1,3,0,3,0,0,0,0
Horornis_vulcanius,Horornis_vulcanius,GCA_013401035.1_ASM1340103v1,GCA_013401035.1,2,1,3,1,4,1,0
Uria_aalge,Uria_aalge,GCA_013401055.1_ASM1340105v1,GCA_013401055.1,2,1,3,0,0,0,0
Cepphus_grylle,Cepphus_grylle,GCA_013401065.1_ASM1340106v1,GCA_013401065.1,3,0,3,0,0,0,0
Passerina_amoena,Passerina_amoena,GCA_013401095.1_ASM1340109v1,GCA_013401095.1,4,0,4,0,5,0,0
Calonectris_borealis,Calonectris_borealis,GCA_013401115.1_ASM1340111v1,GCA_013401115.1,2,0,2,0,0,0,0
Cettia_cetti,Cettia_cetti,GCA_013401135.1_ASM1340113v1,GCA_013401135.1,1,0,1,0,11,0,0
Xiphorhynchus_elegans,Xiphorhynchus_elegans,GCA_013401175.1_ASM1340117v1,GCA_013401175.1,10,2,12,0,14,0,2
Pomatorhinus_ruficollis,Pomatorhinus_ruficollis,GCA_013401195.1_ASM1340119v1,GCA_013401195.1,2,1,3,1,4,0,0
Atlantisia_rogersi,Atlantisia_rogersi,GCA_013401215.1_ASM1340121v1,GCA_013401215.1,2,0,2,0,0,0,0
Pteruthius_melanotis,Pteruthius_melanotis,GCA_013401235.1_ASM1340123v1,GCA_013401235.1,6,0,6,0,2,0,0
Urocolius_indicus,Urocolius_indicus,GCA_013401255.1_ASM1340125v1,GCA_013401255.1,1,0,1,0,2,1,0
Pandion_haliaetus,Pandion_haliaetus,GCA_013401275.1_ASM1340127v1,GCA_013401275.1,0,0,0,0,0,2,1
Glareola_pratincola,Glareola_pratincola,GCA_013401295.1_ASM1340129v1,GCA_013401295.1,2,0,2,1,0,0,0
Balaeniceps_rex,Balaeniceps_rex,GCA_013401315.1_ASM1340131v1,GCA_013401315.1,2,0,2,0,0,1,0
Brachypteracias_leptosomus,Brachypteracias_leptosomus,GCA_013401335.1_ASM1340133v1,GCA_013401335.1,1,0,1,1,2,0,0
Ceyx_cyanopectus,Ceyx_cyanopectus,GCA_013401355.1_ASM1340135v1,GCA_013401355.1,2,0,2,0,0,0,0
Spizella_passerina,Spizella_passerina,GCA_013401375.1_ASM1340137v1,GCA_013401375.1,1,1,2,1,6,1,0
Ara_glaucogularis,Ara_glaucogularis,GCA_013433245.1_TAMU_Btm_v1.0,GCA_013433245.1,2,0,2,0,0,0,0
Labeo_gonius,Labeo_gonius,GCA_013461565.1_ASM1346156v1,GCA_013461565.1,2,0,2,0,2,0,0
Clarias_magur,Clarias_magur,GCA_013621035.1_C_magur1.0,GCA_013621035.1,5,0,5,0,0,2,0
Myotis_myotis,Myotis_myotis,GCA_014108235.1_mMyoMyo1.p,GCA_014108235.1,26,2,28,0,0,4,1
Pipistrellus_kuhlii,Pipistrellus_kuhlii,GCA_014108245.1_mPipKuh1.p,GCA_014108245.1,27,2,29,0,0,7,1
Molossus_molossus,Molossus_molossus,GCA_014108415.1_mMolMol1.p,GCA_014108415.1,18,2,20,0,0,23,0
Rousettus_aegyptiacus,Rousettus_aegyptiacus,GCA_014176215.1_mRouAeg1.p,GCA_014176215.1,13,1,14,0,0,9,0
Dicerorhinus_sumatrensis_harrissoni,Dicerorhinus_sumatrensis_harrissoni,GCA_014189135.1_NRM_Dsumatrensis_v1.fasta,GCA_014189135.1,27,3,30,0,0,34,3
Elephas_maximus,Elephas_maximus,GCA_014332765.1_ASM1433276v1,GCA_014332765.1,10,0,10,19,1,14,1
Aspidoscelis_marmoratus,Aspidoscelis_marmoratus,GCA_014337955.1_AspMar1.0,GCA_014337955.1,14,0,14,0,7,3,2
Cygnus_cygnus,Cygnus_cygnus,GCA_014362685.1_C_cygnus_scaffold_01,GCA_014362685.1,3,0,3,0,0,0,0
Columba_janthina_nitens,Columba_janthina_nitens,GCA_014362705.1_C_janthina_scaffold_01,GCA_014362705.1,1,0,1,0,0,0,0
Corvus_macrorhynchos,Corvus_macrorhynchos,GCA_014363025.1_C_macrorhynchos_scaffold_01,GCA_014363025.1,2,1,3,0,3,0,0
Fratercula_cirrhata,Fratercula_cirrhata,GCA_014363165.1_F_cirrhata_scaffold_01,GCA_014363165.1,2,0,2,0,0,1,0
Haliaeetus_pelagicus,Haliaeetus_pelagicus,GCA_014363185.1_H_pelagicus_scaffold_01,GCA_014363185.1,2,0,2,0,0,1,0
Leucopsar_rothschildi,Leucopsar_rothschildi,GCA_014363365.1_L_rothschildi_scaffold_01,GCA_014363365.1,2,0,2,0,0,0,0
Phoebastria_albatrus,Phoebastria_albatrus,GCA_014363385.1_P_albatrus_scaffold_01,GCA_014363385.1,1,0,1,0,0,1,1
Pteropus_pselaphon,Pteropus_pselaphon,GCA_014363405.1_P_pselaphon_scaffold_01,GCA_014363405.1,15,1,16,0,0,9,0
Uria_aalge_inornata,Uria_aalge_inornata,GCA_014363425.1_U_aalge_scaffold_01,GCA_014363425.1,2,0,2,0,1,0,0
Ursus_thibetanus_japonicus,Ursus_thibetanus_japonicus,GCA_014364545.1_U_thibetanus_scaffold_01,GCA_014364545.1,16,0,16,0,1,9,1
Eleutheronema_tetradactylum,Eleutheronema_tetradactylum,GCA_014490765.1_CUHK_ma_10x,GCA_014490765.1,2,0,2,0,0,0,0
Cardinalis_cardinalis,Cardinalis_cardinalis,GCA_014549065.1_CCar_1.0,GCA_014549065.1,5,1,6,0,2,0,0
Manis_javanica,Manis_javanica,GCA_014570535.1_YNU_ManJav_2.0,GCA_014570535.1,4,0,4,0,1,9,0
Manis_pentadactyla,Manis_pentadactyla,GCA_014570555.1_YNU_ManPten_2.0,GCA_014570555.1,3,0,3,0,0,13,1
Oryzias_celebensis,Oryzias_celebensis,GCA_014656515.1_OryCel_1.0,GCA_014656515.1,1,0,1,0,0,0,0
Lycocorax_pyrrhopterus_obiensis,Lycocorax_pyrrhopterus_obiensis,GCA_014706295.1_ASM1470629v1,GCA_014706295.1,9,1,10,0,0,1,1
Silurus_glanis,Silurus_glanis,GCA_014706435.1_S_gla_Hod_UTU_1.0,GCA_014706435.1,5,1,6,0,0,0,2
Oryx_dammah,Oryx_dammah,GCA_014754425.2_SCBI_Odam_1.1,GCA_014754425.2,16,2,18,0,0,12,0
Lucifuga_dentata,Lucifuga_dentata,GCA_014773175.1_Ldentata1.0,GCA_014773175.1,0,2,2,0,0,1,0
Passer_montanus,Passer_montanus,GCA_014805655.1_ASM1480565v1,GCA_014805655.1,1,4,5,0,0,3,2
Sturnira_hondurensis,Sturnira_hondurensis,GCA_014824575.2_WHU_Shon_v2.1,GCA_014824575.2,15,1,16,0,1,10,3
Artibeus_jamaicensis,Artibeus_jamaicensis,GCA_014825515.1_WHU_Ajam_v2,GCA_014825515.1,17,3,20,0,1,10,1
Odontesthes_bonariensis,Odontesthes_bonariensis,GCA_014825785.1_GWU_Obon_1.1,GCA_014825785.1,0,0,0,1,0,2,1
Cercopithecus_mona,Cercopithecus_mona,GCA_014849445.1_KIZ_CMon_1.0,GCA_014849445.1,23,0,23,0,0,15,3
Microtus_fortis,Microtus_fortis,GCA_014885135.1_M_Fortis_MF-2015_v1,GCA_014885135.1,50,1,51,1,0,14,2
Talpa_occidentalis,Talpa_occidentalis,GCA_014898055.1_MPIMG_talOcc4,GCA_014898055.1,19,1,20,0,0,6,0
Puma_yagouaroundi,Puma_yagouaroundi,GCA_014898765.1_PumYag,GCA_014898765.1,12,1,13,0,0,15,0
Rangifer_tarandus_granti,Rangifer_tarandus_granti,GCA_014898785.1_LSU_RangTar_1.0,GCA_014898785.1,20,1,21,0,1,14,1
Kobus_leche_leche,Kobus_leche_leche,GCA_014926565.1_Klec_v1.0,GCA_014926565.1,16,3,19,0,0,17,0
Oreochromis_tanganicae,Oreochromis_tanganicae,GCA_015052225.1_JAB6.scf,GCA_015052225.1,1,0,1,0,0,1,0
Cyprichromis_pavo,Cyprichromis_pavo,GCA_015052265.1_JEB2.scf,GCA_015052265.1,1,0,1,0,0,0,0
Hemibates_koningsi,Hemibates_koningsi,GCA_015052305.1_IZA5.scf,GCA_015052305.1,1,0,1,0,0,0,0
Lamprologus_callipterus,Lamprologus_callipterus,GCA_015052345.1_IPH2.scf,GCA_015052345.1,1,0,1,0,0,0,0
Limnochromis_abeelei,Limnochromis_abeelei,GCA_015052385.1_ITB4.scf,GCA_015052385.1,1,0,1,0,0,0,0
Altolamprologus_calvus,Altolamprologus_calvus,GCA_015052405.1_IOE3.scf,GCA_015052405.1,0,0,0,1,0,0,0
Pseudosimochromis_curvifrons,Pseudosimochromis_curvifrons,GCA_015052425.1_AYC7.scf,GCA_015052425.1,1,0,1,0,0,0,0
Cyprichromis_zonatus,Cyprichromis_zonatus,GCA_015052445.1_GPC9.scf,GCA_015052445.1,1,0,1,0,0,0,0
Lamprologus_ocellatus,Lamprologus_ocellatus,GCA_015052485.1_ILD3.scf,GCA_015052485.1,1,0,1,0,0,0,0
Gnathochromis_pfefferi,Gnathochromis_pfefferi,GCA_015052505.1_AWB7.scf,GCA_015052505.1,1,0,1,0,0,0,0
Petrochromis_sp_orthognathus_ikola_AB-2019,Petrochromis_sp_orthognathus_ikola_AB-2019,GCA_015052525.1_LFA8.scf,GCA_015052525.1,1,0,1,0,0,0,0
Neolamprologus_devosi,Neolamprologus_devosi,GCA_015052545.1_LEH2.scf,GCA_015052545.1,1,0,1,0,0,0,0
Pseudosimochromis_marginatus,Pseudosimochromis_marginatus,GCA_015052565.1_KCE7.scf,GCA_015052565.1,1,0,1,0,0,0,0
Benitochromis_conjunctus,Benitochromis_conjunctus,GCA_015052645.1_JWE4.scf,GCA_015052645.1,1,0,1,0,0,1,0
Apistogramma_diplotaenia,Apistogramma_diplotaenia,GCA_015052665.1_JWD9.scf,GCA_015052665.1,1,0,1,0,0,0,0
Julidochromis_sp_unterfels_AB-2019,Julidochromis_sp_unterfels_AB-2019,GCA_015052685.1_JWA2.scf,GCA_015052685.1,1,0,1,0,0,0,0
Tropheus_sp_black,Tropheus_sp_black,GCA_015052705.1_JVC3.scf,GCA_015052705.1,1,0,1,0,0,0,0
Chaenogobius_annularis,Chaenogobius_annularis,GCA_015082035.1_agohaze_1,GCA_015082035.1,2,0,2,0,0,2,0
Chalinochromis_brichardi,Chalinochromis_brichardi,GCA_015102055.1_AVA9.scf,GCA_015102055.1,1,0,1,0,0,0,0
Xenotilapia_sima,Xenotilapia_sima,GCA_015102085.1_IUF7.scf,GCA_015102085.1,1,0,1,0,0,0,0
Lepidiolamprologus_elongatus,Lepidiolamprologus_elongatus,GCA_015102115.1_AUG8.scf,GCA_015102115.1,1,0,1,0,0,0,0
Neolamprologus_fasciatus,Neolamprologus_fasciatus,GCA_015102195.1_AUE7.scf,GCA_015102195.1,1,0,1,0,0,0,0
Variabilichromis_moorii,Variabilichromis_moorii,GCA_015102225.1_AUC3.scf,GCA_015102225.1,1,0,1,0,0,0,0
Aulonocranus_dewindti,Aulonocranus_dewindti,GCA_015102295.1_AUA9.scf,GCA_015102295.1,1,0,1,0,0,0,0
Neolamprologus_hecqui,Neolamprologus_hecqui,GCA_015102335.1_A142.scf,GCA_015102335.1,1,0,1,0,0,0,0
Neolamprologus_nigriventris,Neolamprologus_nigriventris,GCA_015102355.1_A108.scf,GCA_015102355.1,1,0,1,0,0,0,0
Tilapia_brevimanus,Tilapia_brevimanus,GCA_015102415.1_JWF9.scf,GCA_015102415.1,0,1,1,0,0,0,0
Neolamprologus_sexfasciatus,Neolamprologus_sexfasciatus,GCA_015102515.1_IND7.scf,GCA_015102515.1,1,0,1,0,0,0,0
Neolamprologus_modestus,Neolamprologus_modestus,GCA_015102555.1_IMH3.scf,GCA_015102555.1,1,0,1,0,0,0,0
Xenotilapia_nasus,Xenotilapia_nasus,GCA_015102635.1_IMF8.scf,GCA_015102635.1,1,0,1,0,0,0,0
Neolamprologus_obscurus,Neolamprologus_obscurus,GCA_015102675.1_IMA2.scf,GCA_015102675.1,1,0,1,0,0,0,0
Lepidiolamprologus_kendalli,Lepidiolamprologus_kendalli,GCA_015102695.1_IMD1.scf,GCA_015102695.1,1,0,1,0,0,0,0
Telmatochromis_temporalis,Telmatochromis_temporalis,GCA_015102735.1_IMB4.scf,GCA_015102735.1,1,0,1,0,0,0,0
Benthochromis_melanoides,Benthochromis_melanoides,GCA_015102775.1_ILG3.scf,GCA_015102775.1,1,0,1,0,0,0,0
Bathybates_graueri,Bathybates_graueri,GCA_015102795.1_ILG7.scf,GCA_015102795.1,1,0,1,0,0,0,0
Benthochromis_horii,Benthochromis_horii,GCA_015102815.1_ILF8.scf,GCA_015102815.1,1,0,1,0,0,0,0
Neolamprologus_sp_kombe_AB-2019,Neolamprologus_sp_kombe_AB-2019,GCA_015102855.1_ILE6.scf,GCA_015102855.1,1,0,1,0,0,0,0
Bathybates_leo,Bathybates_leo,GCA_015102875.1_ILF7.scf,GCA_015102875.1,1,0,1,0,0,0,0
Julidochromis_sp_kombe_AB-2019,Julidochromis_sp_kombe_AB-2019,GCA_015102915.1_ILD9.scf,GCA_015102915.1,1,0,1,0,0,0,0
Neolamprologus_mustax,Neolamprologus_mustax,GCA_015102955.1_ILB4.scf,GCA_015102955.1,1,0,1,0,0,0,0
Telmatochromis_sp_lufubu_AB-2019,Telmatochromis_sp_lufubu_AB-2019,GCA_015102975.1_HXC8.scf,GCA_015102975.1,1,0,1,0,0,0,0
Neolamprologus_brevis,Neolamprologus_brevis,GCA_015103015.1_ILB6.scf,GCA_015103015.1,0,1,1,0,0,0,0
Neolamprologus_calliurus,Neolamprologus_calliurus,GCA_015103035.1_ILA7.scf,GCA_015103035.1,1,0,1,0,0,0,0
Orthochromis_indermauri,Orthochromis_indermauri,GCA_015103075.1_HXC6.scf,GCA_015103075.1,1,0,1,0,0,0,0
Haplochromis_sp_Chipwa,Haplochromis_sp_Chipwa,GCA_015103095.1_HXC5.scf,GCA_015103095.1,1,0,1,0,0,0,0
Julidochromis_transcriptus,Julidochromis_transcriptus,GCA_015103115.1_HFG1287.scf,GCA_015103115.1,1,0,1,0,0,0,0
